"uai","code_departement","code_academie","libelle_academie","code_commune","nom_commune","restauration","hebergement","ulis","apprentissage","segpa","section_arts","section_cinema","section_theatre","section_sport","section_internationale","section_europeenne","lycee_agricole","lycee_militaire","lycee_des_metiers","post_bac"
"0912161E","91","25","Versailles","91174","Corbeil-Essonnes","1,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0912163G","91","25","Versailles","91549","Sainte-Geneviève-des-Bois","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0"
"0912164H","91","25","Versailles","91549","Sainte-Geneviève-des-Bois","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0912251C","91","25","Versailles","91477","Palaiseau","1,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0"
"0912321D","91","25","Versailles","91477","Palaiseau","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0912342B","91","25","Versailles","91312","Igny","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0912364A","91","25","Versailles","91200","Dourdan","1,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0912377P","91","25","Versailles","91200","Dourdan","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0912384X","91","25","Versailles","91103","Brétigny-sur-Orge","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0912404U","91","25","Versailles","91223","Etampes","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0912433A","91","25","Versailles","91477","Palaiseau","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0912443L","91","25","Versailles","91174","Corbeil-Essonnes","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0912451V","91","25","Versailles","91174","Corbeil-Essonnes","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0920130S","92","25","Versailles","92002","Antony","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0920131T","92","25","Versailles","92004","Asnières-sur-Seine","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
"0920132U","92","25","Versailles","92009","Bois-Colombes","1,0","0,0","0,0","0,0","0,0","1,0","1,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0"
"0920134W","92","25","Versailles","92012","Boulogne-Billancourt","1,0","0,0","0,0","1,0","0,0","1,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0920135X","92","25","Versailles","92019","Châtenay-Malabry","1,0","0,0","0,0","0,0","0,0","1,0","1,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0920136Y","92","25","Versailles","92024","Clichy","1,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0920137Z","92","25","Versailles","92025","Colombes","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0920138A","92","25","Versailles","92026","Courbevoie","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0","1,0","0,0","0,0","0,0","1,0"
"0920141D","92","25","Versailles","92050","Nanterre","1,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0920142E","92","25","Versailles","92051","Neuilly-sur-Seine","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0920143F","92","25","Versailles","92051","Neuilly-sur-Seine","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0920144G","92","25","Versailles","92062","Puteaux","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0920145H","92","25","Versailles","92071","Sceaux","1,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0920146J","92","25","Versailles","92071","Sceaux","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0920147K","92","25","Versailles","92073","Suresnes","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0920149M","92","25","Versailles","92075","Vanves","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0920150N","92","25","Versailles","92004","Asnières-sur-Seine","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0"
"0920158X","92","25","Versailles","92035","La Garenne-Colombes","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0"
"0920160Z","92","25","Versailles","92036","Gennevilliers","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0920163C","92","25","Versailles","92046","Malakoff","1,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0920164D","92","25","Versailles","92049","Montrouge","1,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0"
"0920166F","92","25","Versailles","92051","Neuilly-sur-Seine","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0920170K","92","25","Versailles","92071","Sceaux","1,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","1,0","1,0"
"0920171L","92","25","Versailles","92073","Suresnes","1,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0"
"0920680P","92","25","Versailles","92007","Bagneux","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0920798T","92","25","Versailles","92048","Meudon","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
"0920799U","92","25","Versailles","92063","Rueil-Malmaison","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0920801W","92","25","Versailles","92064","Saint-Cloud","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","1,0","0,0","0,0","0,0","1,0"
"0920802X","92","25","Versailles","92072","Sèvres","1,0","0,0","0,0","1,0","0,0","1,0","1,0","0,0","0,0","1,0","1,0","0,0","0,0","0,0","1,0"
"0920875B","92","25","Versailles","92051","Neuilly-sur-Seine","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0920889S","92","25","Versailles","92004","Asnières-sur-Seine","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
"0920894X","92","25","Versailles","92007","Bagneux","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0920897A","92","25","Versailles","92012","Boulogne-Billancourt","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0920898B","92","25","Versailles","92012","Boulogne-Billancourt","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0920901E","92","25","Versailles","92012","Boulogne-Billancourt","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0920904H","92","25","Versailles","92002","Antony","1,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0920906K","92","25","Versailles","92014","Bourg-la-Reine","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
"0920907L","92","25","Versailles","92019","Châtenay-Malabry","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0920908M","92","25","Versailles","92022","Chaville","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0920916W","92","25","Versailles","92048","Meudon","1,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0920917X","92","25","Versailles","92048","Meudon","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
"0920918Y","92","25","Versailles","92049","Montrouge","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0920919Z","92","25","Versailles","92051","Neuilly-sur-Seine","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0920921B","92","25","Versailles","92051","Neuilly-sur-Seine","0,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0920928J","92","25","Versailles","92063","Rueil-Malmaison","1,0","1,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0920930L","92","25","Versailles","92064","Saint-Cloud","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0920937U","92","25","Versailles","92076","Vaucresson","1,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0920963X","92","25","Versailles","92032","Fontenay-aux-Roses","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
"0920981S","92","25","Versailles","92048","Meudon","1,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0920985W","92","25","Versailles","92051","Neuilly-sur-Seine","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0921156G","92","25","Versailles","92036","Gennevilliers","1,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","1,0"
"0921166T","92","25","Versailles","92019","Châtenay-Malabry","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0921229L","92","25","Versailles","92025","Colombes","1,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","1,0"
"0921230M","92","25","Versailles","92044","Levallois-Perret","1,0","0,0","0,0","1,0","0,0","1,0","0,0","1,0","1,0","0,0","1,0","0,0","0,0","1,0","1,0"
"0921365J","92","25","Versailles","92063","Rueil-Malmaison","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0921399W","92","25","Versailles","92049","Montrouge","1,0","0,0","0,0","0,0","0,0","1,0","1,0","1,0","1,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0921484N","92","25","Versailles","92026","Courbevoie","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0921500F","92","25","Versailles","92062","Puteaux","1,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0"
"0921505L","92","25","Versailles","92075","Vanves","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0921555R","92","25","Versailles","92023","Clamart","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
"0921592F","92","25","Versailles","92048","Meudon","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0"
"0921594H","92","25","Versailles","92078","Villeneuve-la-Garenne","1,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0921595J","92","25","Versailles","92009","Bois-Colombes","1,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0921625S","92","25","Versailles","92026","Courbevoie","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0"
"0921626T","92","25","Versailles","92050","Nanterre","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0921663H","92","25","Versailles","92025","Colombes","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0921676X","92","25","Versailles","92002","Antony","1,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0"
"0921677Y","92","25","Versailles","92050","Nanterre","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0921932A","92","25","Versailles","92063","Rueil-Malmaison","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
"0922149L","92","25","Versailles","92024","Clichy","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0"
"0922202U","92","25","Versailles","92024","Clichy","1,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922203V","92","25","Versailles","92024","Clichy","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922249V","92","25","Versailles","92060","Le Plessis-Robinson","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0922276Z","92","25","Versailles","92064","Saint-Cloud","1,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0"
"0922277A","92","25","Versailles","92078","Villeneuve-la-Garenne","1,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0922289N","92","25","Versailles","92060","Le Plessis-Robinson","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922290P","92","25","Versailles","92078","Villeneuve-la-Garenne","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922291R","92","25","Versailles","92064","Saint-Cloud","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922339T","92","25","Versailles","92044","Levallois-Perret","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922364V","92","25","Versailles","92019","Châtenay-Malabry","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922397F","92","25","Versailles","92040","Issy-les-Moulineaux","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
"0922398G","92","25","Versailles","92063","Rueil-Malmaison","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0"
"0922404N","92","25","Versailles","92040","Issy-les-Moulineaux","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922405P","92","25","Versailles","92063","Rueil-Malmaison","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922427N","92","25","Versailles","92025","Colombes","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0"
"0922428P","92","25","Versailles","92025","Colombes","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922443F","92","25","Versailles","92012","Boulogne-Billancourt","1,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0"
"0922444G","92","25","Versailles","92012","Boulogne-Billancourt","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922464D","92","25","Versailles","92050","Nanterre","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0922465E","92","25","Versailles","92050","Nanterre","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922615T","92","25","Versailles","92026","Courbevoie","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0"
"0922632L","92","25","Versailles","92049","Montrouge","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922653J","92","25","Versailles","92040","Issy-les-Moulineaux","1,0","1,0","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0"
"0922682R","92","25","Versailles","92060","Le Plessis-Robinson","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922688X","92","25","Versailles","92048","Meudon","1,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0"
"0922691A","92","25","Versailles","92009","Bois-Colombes","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922732V","92","25","Versailles","92050","Nanterre","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922739C","92","25","Versailles","92035","La Garenne-Colombes","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922801V","92","25","Versailles","92012","Boulogne-Billancourt","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0"
"0922802W","92","25","Versailles","92026","Courbevoie","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922817M","92","25","Versailles","92064","Saint-Cloud","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922867S","92","25","Versailles","92026","Courbevoie","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922872X","92","25","Versailles","92050","Nanterre","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922879E","92","25","Versailles","92024","Clichy","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922912R","92","25","Versailles","92012","Boulogne-Billancourt","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0922965Y","92","25","Versailles","92063","Rueil-Malmaison","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0923044J","92","25","Versailles","92024","Clichy","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0930116W","93","24","Créteil","93001","Aubervilliers","1,0","0,0","0,0","0,0","0,0","1,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0930117X","93","24","Créteil","93001","Aubervilliers","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0930118Y","93","24","Créteil","93010","Bondy","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0930119Z","93","24","Créteil","93029","Drancy","1,0","0,0","0,0","1,0","0,0","1,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0930120A","93","24","Créteil","93031","Epinay-sur-Seine","1,0","1,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0930121B","93","24","Créteil","93048","Montreuil","1,0","0,0","0,0","0,0","0,0","1,0","1,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0930122C","93","24","Créteil","93048","Montreuil","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0930123D","93","24","Créteil","93053","Noisy-le-Sec","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","1,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0930124E","93","24","Créteil","93055","Pantin","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
"0930125F","93","24","Créteil","93066","Saint-Denis","1,0","0,0","0,0","1,0","0,0","1,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0930126G","93","24","Créteil","93070","Saint-Ouen","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0930127H","93","24","Créteil","93077","Villemomble","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0930128J","93","24","Créteil","93027","La Courneuve","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0930129K","93","24","Créteil","93010","Bondy","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0930130L","93","24","Créteil","93048","Montreuil","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0"
"0930131M","93","24","Créteil","93048","Montreuil","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0930133P","93","24","Créteil","93053","Noisy-le-Sec","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0930134R","93","24","Créteil","93055","Pantin","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0930135S","93","24","Créteil","93055","Pantin","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0930136T","93","24","Créteil","93057","Les Pavillons-sous-Bois","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0"
"0930137U","93","24","Créteil","93063","Romainville","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0930138V","93","24","Créteil","93066","Saint-Denis","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0930140X","93","24","Créteil","93070","Saint-Ouen","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
"0930141Y","93","24","Créteil","93070","Saint-Ouen","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0930142Z","93","24","Créteil","93077","Villemomble","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0930540G","93","24","Créteil","93029","Drancy","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0930830X","93","24","Créteil","93062","Le Raincy","1,0","0,0","0,0","0,0","0,0","1,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0930831Y","93","24","Créteil","93007","Le Blanc-Mesnil","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","1,0"
"0930832Z","93","24","Créteil","93062","Le Raincy","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
"0930833A","93","24","Créteil","93005","Aulnay-sous-Bois","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0930834B","93","24","Créteil","93005","Aulnay-sous-Bois","1,0","1,0","0,0","0,0","0,0","1,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0930846P","93","24","Créteil","93005","Aulnay-sous-Bois","1,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0930856A","93","24","Créteil","93014","Clichy-sous-Bois","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0930863H","93","24","Créteil","93066","Saint-Denis","1,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
"0930929E","93","24","Créteil","93062","Le Raincy","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0930933J","93","24","Créteil","93010","Bondy","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"0930936M","93","24","Créteil","93006","Bagnolet","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
"0930946Y","93","24","Créteil","93066","Saint-Denis","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
